junction,betweenness,degree_centrality,eigenvector,degree,latitude,longitude,event_count,corridor,betweenness_norm,degree_centrality_norm,eigenvector_norm
deverabeesanahalli-orrjunc,0.010925,0.017065,0.0,5,12.9310883,77.6863341,15,orr east 1,0.08280027890620263,0.5714285714285715,0.0
shivajinagar(brv)junction,0.010601,0.017065,0.0,5,12.9792575,77.6026803,16,old madras road,0.08034469168738252,0.5714285714285715,0.0
ibblurjunction',0.010515,0.013652,0.0,4,12.9215257,77.6648697,13,orr east 1,0.07969290001818953,0.4285714285714286,0.0
17thmn1stcrsaishwaryastoresjn,0.010205,0.017065,0.0,5,12.9250436,77.6336263,1,non-corridor,0.07734341841993574,0.5714285714285715,0.0
rajeshwarijunc,0.009775,0.020478,0.0,6,12.9365793,77.518811,22,mysore road,0.07408446007397078,0.7142857142857143,0.0
johnsonmarket,0.009775,0.017065,0.0,5,12.9619392,77.6065866,3,hosur road,0.07408446007397078,0.5714285714285715,0.0
puttammachoultrynagarbhavi,0.009534,0.020478,0.0,6,12.9756474,77.53791515,2,non-corridor,0.07225792760565089,0.7142857142857143,0.0
anandraojunction,0.008914,0.013652,0.0,4,12.9809017,77.573705,7,non-corridor,0.06755896440914327,0.4285714285714286,0.0
bhadrappalayout,0.008777,0.017065,0.0,5,13.0466962,77.57735149999999,2,orr north 2,0.06652064512217304,0.5714285714285715,0.0
mahalaxmilayoutentrancejunc,0.008596,0.013652,0.0,4,13.0108338,77.5485942,5,west of chord road,0.06514885102770872,0.4285714285714286,0.0
electroniccitygate-2junc,0.008195,0.013652,0.0,4,12.8551517,77.6651842,6,non-corridor,0.062109682895773954,0.4285714285714286,0.0
kadubeesanahalli-orrjunc,0.008002,0.017065,0.0,5,12.93878497,77.697052,12,orr east 1,0.06064694112653853,0.5714285714285715,0.0
nagarbhavi,0.007882,0.020478,0.0,6,12.9588379,77.518291,9,non-corridor,0.059737464378827376,0.7142857142857143,0.0
gangammagudijunc,0.007825,0.013652,0.0,4,13.0567354,77.54666705,6,non-corridor,0.059305462923664586,0.4285714285714286,0.0
kuvempucircle,0.007568,0.013652,0.0,4,13.0445056,77.5625478,3,orr north 2,0.0573576668889832,0.4285714285714286,0.0
manipalcentrejunc,0.007555,0.017065,0.0,5,12.975913349999999,77.61298679999999,2,old madras road,0.057259140241314496,0.5714285714285715,0.0
gowdanapalyajunction,0.007434,0.020478,0.0,6,12.9135866,77.5590245,1,non-corridor,0.05634208452070575,0.7142857142857143,0.0
kamrajrdjunction,0.007383,0.020478,0.0,6,12.9772805,77.6087452,5,old madras road,0.05595555690292851,0.7142857142857143,0.0
brigademillenium,0.007348,0.020478,0.0,6,12.8933772,77.5851856,1,non-corridor,0.055690292851512765,0.7142857142857143,0.0
micobande,0.007226,0.020478,0.0,6,12.944963399999999,77.60273075,6,non-corridor,0.05476565815800642,0.7142857142857143,0.0
sumanhalli,0.00635,0.013652,0.0,4,12.98691135,77.52011135000001,16,magadi road,0.048126477899715026,0.4285714285714286,0.0
modihospital,0.006195,0.017065,0.0,5,12.9975256,77.5470383,1,west of chord road,0.04695173710058813,0.5714285714285715,0.0
"bellandurjunction,outerringroad",0.00589,0.013652,0.0,4,12.9267035,77.6784255,3,orr east 1,0.04464015036682229,0.4285714285714286,0.0
bhashyamcircle-sadashivnagar,0.005377,0.017065,0.0,5,13.00662905,77.5792173,4,non-corridor,0.04075213727035712,0.5714285714285715,0.0
nagavara-orrjunction,0.005283,0.017065,0.0,5,13.04013719,77.62431753,32,hennur main road,0.04003971381798339,0.5714285714285715,0.0
delmia-jayanagar,0.005283,0.017065,0.0,5,12.9063895,77.5944581,3,orr west 1,0.04003971381798339,0.5714285714285715,0.0
indiranasgar13thmainjunc,0.004853,0.020478,0.0,6,12.966776190000001,77.641548645,2,irr(thanisandra road),0.03678075547201843,0.7142857142857143,0.0
hoodijunction,0.004664,0.017065,0.0,5,12.99232115,77.71595880000001,6,non-corridor,0.03534832959437337,0.5714285714285715,0.0
bigbazaar(whitefield)junc,0.004664,0.017065,0.0,5,12.9881194,77.73353005,8,non-corridor,0.03534832959437337,0.5714285714285715,0.0
katriguppejunction,0.004538,0.020478,0.0,6,12.925256000000001,77.55020214999999,12,orr west 1,0.034393379009276664,0.7142857142857143,0.0
subedarchatramrdnearsheshadripuramps,0.004371,0.017065,0.0,5,12.98771705,77.57410491,8,non-corridor,0.033127690535378645,0.5714285714285715,0.0
mccircle,0.004337,0.020478,0.0,6,12.97635565,77.5478463,6,west of chord road,0.03287000545686048,0.7142857142857143,0.0
garebhavipalyajunc,0.004096,0.017065,0.0,5,12.8945629,77.63653245,5,hosur road,0.03104347298854059,0.5714285714285715,0.0
tyagihengalvarayajunc(dickensonrd),0.00399,0.013652,0.0,4,12.9814934,77.6085237,5,cbd 1,0.030240101861395738,0.4285714285714286,0.0
basveshwarnagar8thmainjunction,0.003958,0.017065,0.0,5,12.99274321,77.53414506,1,non-corridor,0.029997574728672767,0.5714285714285715,0.0
tvscrossjunction,0.003666,0.027304,0.0,8,13.0283245,77.5191569,1,non-corridor,0.02778451464257564,1.0,0.0
kodigehallicross,0.003597,0.013652,0.0,4,13.0546133,77.593432,11,bellary road 1,0.027261565512641726,0.4285714285714286,0.0
colesparkjunc,0.003459,0.020478,0.0,6,12.9928238,77.6096432,1,non-corridor,0.0262156672527739,0.7142857142857143,0.0
shankarmuttcircle,0.003425,0.013652,0.0,4,12.99892,77.5410733,3,non-corridor,0.025957982174255743,0.4285714285714286,0.0
hunsemarammanahallijunction,0.003373,0.017065,0.0,5,13.1404344,77.617685,7,bellary road 2,0.025563875583580913,0.5714285714285715,0.0
yelhankabypass,0.003322,0.017065,0.0,5,13.0829798,77.5935494,19,bellary road 2,0.025177347965803672,0.5714285714285715,0.0
townhalljunction,0.003253,0.020478,0.0,6,12.963777799999999,77.5842427,30,mysore road,0.02465439883586976,0.7142857142857143,0.0
marigowda-tavarkererdjunc,0.003236,0.017065,0.0,5,12.936279,77.6070675,13,non-corridor,0.024525556296610684,0.5714285714285715,0.0
nttfjunctionpeenya,0.003116,0.013652,0.0,4,13.0248685,77.51113294999999,2,non-corridor,0.02361607954889953,0.4285714285714286,0.0
belcircle,0.002586,0.013652,0.0,4,13.0439997,77.5564883,25,orr north 2,0.019599223913175288,0.4285714285714286,0.0
sindhicolonyjunction,0.00238,0.017065,0.0,5,12.994696,77.6159391,9,non-corridor,0.018037955496271147,0.5714285714285715,0.0
jalahallicross(smcircle),0.002254,0.020478,0.0,6,13.040006250000001,77.5183112,32,tumkur road,0.017083004911174437,0.7142857142857143,0.0
ftijunction(kanteeravastudio),0.002209,0.017065,0.0,5,13.0210894,77.5318817,11,non-corridor,0.016741951130782754,0.5714285714285715,0.0
ulsoorgatejunc,0.002055,0.017065,0.0,5,12.966898950000001,77.58733035,12,mysore road,0.015574789304553445,0.5714285714285715,0.0
sonyworldjunction,0.002038,0.017065,0.0,5,12.9371547,77.6273316,3,irr(thanisandra road),0.015445946765294366,0.5714285714285715,0.0
kgjunction,0.001377,0.013652,0.0,4,12.9751381,77.5764764,1,non-corridor,0.010436245679985448,0.4285714285714286,0.0
platformrdjunction,0.001344,0.017065,0.0,5,12.98173285,77.5701809,6,non-corridor,0.01018613957436488,0.5714285714285715,0.0
safinaplazajunc,0.001308,0.013652,0.0,4,12.9801409,77.6074116,1,cbd 1,0.009913296550051536,0.4285714285714286,0.0
arbindocircle,0.000568,0.017065,0.0,5,12.91704115,77.58586095,10,non-corridor,0.004304856605832777,0.5714285714285715,0.0
naganathapurajunction,0.000345,0.017065,0.0,5,12.8697949,77.65323985,12,hosur road,0.0026147456496695563,0.5714285714285715,0.0
peenya14thcrossjunc,0.000189,0.013652,0.0,4,13.0166142,77.5054464,1,non-corridor,0.0014324258776450616,0.4285714285714286,0.0
konanakuntejunction(kanakapurarrd),0.000138,0.013652,0.0,4,12.89013905,77.56398815,6,non-corridor,0.0010458982598678225,0.4285714285714286,0.0
chokasandra(tumkurroad),6.9e-05,0.017065,0.0,5,13.042341650000001,77.5148761,14,tumkur road,0.0005229491299339113,0.5714285714285715,0.0
universityjunc(janabharti),3.4e-05,0.020478,0.0,6,12.9357695,77.5127053,11,mysore road,0.0002576850785181592,0.7142857142857143,0.0
arakeregatejunc,3.4e-05,0.013652,0.0,4,12.8904183,77.5978429,15,bannerghata road,0.0002576850785181592,0.4285714285714286,0.0
ringroad-ullaljunction,3.4e-05,0.017065,0.0,5,12.9516567,77.4995444,7,non-corridor,0.0002576850785181592,0.5714285714285715,0.0
kogillucrossjunc,1.7e-05,0.017065,0.0,5,13.1052067,77.6008869,15,bellary road 2,0.0001288425392590796,0.5714285714285715,0.0
wilsongarden12thcrossjunc,0.0,0.013652,0.0,4,12.9447628,77.59711035000001,8,non-corridor,0.0,0.4285714285714286,0.0
vishweswaraiahjunctio(uttamsagar),0.0,0.013652,0.0,4,13.01136787,77.64639437,1,non-corridor,0.0,0.4285714285714286,0.0
veerasandragatejunction,0.0,0.010239,0.0,3,12.8401809,77.6770241,11,non-corridor,0.0,0.28571428571428575,0.0
uttarahallijunction,0.0,0.017065,0.0,5,12.90665577,77.5448433,15,non-corridor,0.0,0.5714285714285715,0.0
meenakshimalljunc,0.0,0.013652,0.0,4,12.87686415,77.59523245,8,bannerghata road,0.0,0.4285714285714286,0.0
krroad-14thcrossjunc,0.0,0.013652,0.0,4,12.929715,77.573648,1,non-corridor,0.0,0.4285714285714286,0.0
navarangtheatrejunction,0.0,0.013652,0.0,4,12.99812115,77.5527731,4,west of chord road,0.0,0.4285714285714286,0.0
ncertjunction,0.0,0.013652,0.0,4,12.9318961,77.5445289,1,orr west 1,0.0,0.4285714285714286,0.0
oldmadrasrd-doublerdjunc,0.0,0.020478,0.0,6,12.98267965,77.63770496,3,old madras road,0.0,0.7142857142857143,0.0
govindapuracross,0.0,0.013652,0.0,4,13.032092,77.6216355,1,non-corridor,0.0,0.4285714285714286,0.0
oldmadrasrd-ngefjunc,0.0,0.013652,0.0,4,12.98683175,77.6481603,8,old madras road,0.0,0.4285714285714286,0.0
"narayanapuracross,hegdenagar",0.0,0.013652,0.0,4,13.0705405,77.6336631,3,hennur main road,0.0,0.4285714285714286,0.0
esi(krpuram),0.0,0.017065,0.0,5,12.9930024,77.7063512,1,non-corridor,0.0,0.5714285714285715,0.0
elitejunc,0.0,0.013652,0.0,4,12.97575035,77.57510825,6,non-corridor,0.0,0.4285714285714286,0.0
navarangbarjunc-drrajkumarrd,0.0,0.013652,0.0,4,12.987796445,77.55978970999999,2,non-corridor,0.0,0.4285714285714286,0.0
mysorerd--madhupetrolbunkjunction,0.0,0.013652,0.0,4,12.912056,77.4854739,4,mysore road,0.0,0.4285714285714286,0.0
nandicross(ranicross),0.0,0.010239,0.0,3,13.2645011,77.7187932,3,non-corridor,0.0,0.28571428571428575,0.0
hallithindi,0.0,0.013652,0.0,4,12.9439816,77.5679238,3,non-corridor,0.0,0.4285714285714286,0.0
hopefarmjunction,0.0,0.013652,0.0,4,12.98418315,77.7524423,10,non-corridor,0.0,0.4285714285714286,0.0
hesaraghattajunction,0.0,0.013652,0.0,4,13.0454633,77.5076621,30,tumkur road,0.0,0.4285714285714286,0.0
hulimaverd-banneraghattardjunc,0.0,0.013652,0.0,4,12.881902,77.5958795,9,bannerghata road,0.0,0.4285714285714286,0.0
msramaiahjunc(tollgate),0.0,0.013652,0.0,4,13.0172915,77.5604211,11,tumkur road,0.0,0.4285714285714286,0.0
maratahallibridgejunc,0.0,0.013652,0.0,4,12.9563571,77.70084374999999,16,varthur road,0.0,0.4285714285714286,0.0
sandeepunnikrishnan-yelhanka,0.0,0.017065,0.0,5,13.10146005,77.58632095,8,non-corridor,0.0,0.5714285714285715,0.0
ringroad-nearkenguntejunction,0.0,0.017065,0.0,5,12.9593713,77.5039086,7,non-corridor,0.0,0.5714285714285715,0.0
sadahalligatejunc(airportrd),0.0,0.003413,0.0,1,13.1908827,77.6458767,7,bellary road 2,0.0,0.0,0.0
devanahallicrossjunc,0.0,0.010239,0.0,3,13.24167865,77.70356475,2,non-corridor,0.0,0.28571428571428575,0.0
devanahallinewbusstand,0.0,0.010239,0.0,3,13.2483559,77.7156178,1,non-corridor,0.0,0.28571428571428575,0.0
dickensonrd-adigasjunc,0.0,0.013652,0.0,4,12.9796588,77.613821,1,non-corridor,0.0,0.4285714285714286,0.0
doddaballapuracrossjunc,0.0,0.010239,0.0,3,13.2572593,77.7127351,3,non-corridor,0.0,0.28571428571428575,0.0
rajarajeshwarikalyanamantapajunc,0.0,0.013652,0.0,4,12.994492,77.5541902,1,west of chord road,0.0,0.4285714285714286,0.0
cholurpalyajunction(magadird),0.0,0.013652,0.0,4,12.973764150000001,77.5500964,2,west of chord road,0.0,0.4285714285714286,0.0
srinivagilu(ejipura)junc,0.0,0.013652,0.0,4,12.938715349999999,77.63456725,4,irr(thanisandra road),0.0,0.4285714285714286,0.0
bhelgate,0.0,0.013652,0.0,4,12.8461033,77.6589267,1,non-corridor,0.0,0.4285714285714286,0.0
bagalurcrossjunc,0.0,0.013652,0.0,4,13.1219633,77.6109722,27,bellary road 2,0.0,0.4285714285714286,0.0
bagalakuntecrossjunction,0.0,0.013652,0.0,4,13.0599505,77.5068564,2,non-corridor,0.0,0.4285714285714286,0.0
bangalorebodybuildersjunc,0.0,0.013652,0.0,4,12.9590142,77.5555818,19,mysore road,0.0,0.4285714285714286,0.0
tcpalya-omroadjunc,0.0,0.013652,0.0,4,13.0176589,77.7061179,4,non-corridor,0.0,0.4285714285714286,0.0
